上海音乐学院,社会科学家,-99,南核,
上海音乐学院,理论月刊,-99,南核,
上海音乐学院,天府新论,-99,南核,
上海音乐学院,学术交流,-99,南核,
上海音乐学院,中国社会科学评价,-99,南核,
上海音乐学院,学术探索,1,南核,
上海音乐学院,中国社会科学院研究生院学报,-99,南核,
上海音乐学院,中国图书评论,-99,南核,
上海音乐学院,中国文化研究,-99,南核,
上海音乐学院,地域研究与开发,-99,南核,
上海音乐学院,国际城市规划,-99,南核,
上海音乐学院,规划师,-99,南核,
上海音乐学院,世界地理研究,-99,南核,
上海音乐学院,财务研究,-99,南核,
上海音乐学院,当代经济管理,-99,南核,
上海音乐学院,公共管理评论,-99,南核,
上海音乐学院,管理案例研究与评论,-99,南核,
上海音乐学院,地方治理研究,-99,南核,
上海音乐学院,宏观经济管理,-99,南核,
上海音乐学院,华东经济管理,-99,南核,
上海音乐学院,科学与社会,-99,南核,
上海音乐学院,科技管理研究,-99,南核,
上海音乐学院,社会保障研究,-99,南核,
上海音乐学院,系统管理学报,-99,南核,
上海音乐学院,行政管理改革,-99,南核,
上海音乐学院,运筹与管理,-99,南核,
上海音乐学院,智库理论与实践,-99,南核,
上海音乐学院,中国科学基金,-99,南核,
上海音乐学院,中国人力资源开发,-99,南核,
上海音乐学院,数字图书馆论坛,-99,南核,
上海音乐学院,图书馆,-99,南核,
上海音乐学院,图书馆理论与实践,-99,南核,
上海音乐学院,图书馆工作与研究,-99,南核,
上海音乐学院,当代电视,-99,南核,
上海音乐学院,新世纪图书馆,-99,南核,
上海音乐学院,建筑遗产,-99,南核,
上海音乐学院,美术观察,1,南核,
上海音乐学院,书法研究,-99,南核,
上海音乐学院,世界电影,-99,南核,
上海音乐学院,民族艺术研究,17,南核,
上海音乐学院,人民音乐,530,南核,
上海音乐学院,艺术传播研究,1,南核,
上海音乐学院,艺术百家,5,南核,
上海音乐学院,星海音乐学院学报,107,南核,
上海音乐学院,艺术探索,8,南核,
上海音乐学院,中国电视,-99,南核,
上海音乐学院,中国广播电视学刊,-99,南核,
上海音乐学院,北京航空航天大学学报(社会科学版),-99,南核,
上海音乐学院,北京交通大学学报(社会科学版),-99,南核,
上海音乐学院,音乐艺术(上海音乐学院学报),642,南核,
上海音乐学院,北京理工大学学报(社会科学版),-99,南核,
上海音乐学院,湖南农业大学学报(社会科学版),-99,南核,
上海音乐学院,华东理工大学学报(社会科学版),-99,南核,
上海音乐学院,南京工业大学学报(社会科学版),-99,南核,
上海音乐学院,中国人民公安大学学报(社会科学版),-99,南核,
上海音乐学院,贵州师范大学学报(社会科学版),-99,南核,
上海音乐学院,安徽师范大学学报(人文社会科学版),1,南核,
上海音乐学院,广州大学学报(社会科学版),-99,南核,
上海音乐学院,哈尔滨工业大学学报(社会科学版),-99,南核,
上海音乐学院,华侨大学学报(哲学社会科学版),-99,南核,
上海音乐学院,江苏大学学报(社会科学版),-99,南核,
上海音乐学院,中国矿业大学学报(社会科学版),-99,南核,
上海音乐学院,云南大学学报(社会科学版),-99,南核,
上海音乐学院,烟台大学学报(哲学社会科学版),-99,南核,
上海音乐学院,河北大学学报(哲学社会科学版),2,南核,
上海戏剧学院,佛学研究,-99,南核,
上海音乐学院,齐鲁学刊,-99,南核,
上海戏剧学院,科学与无神论,-99,南核,
上海戏剧学院,五台山研究,-99,南核,
上海戏剧学院,中国穆斯林,-99,南核,
上海戏剧学院,中国宗教,1,南核,
上海戏剧学院,系统科学学报,-99,南核,
上海戏剧学院,孔学堂,-99,南核,
上海戏剧学院,世界社会主义研究,-99,南核,
上海戏剧学院,苏区研究,-99,南核,
上海戏剧学院,社会主义核心价值观研究,-99,南核,
上海戏剧学院,学校党建与思想教育,1,南核,
上海戏剧学院,财政科学,-99,南核,
上海戏剧学院,产经评论,-99,南核,
上海戏剧学院,产业经济评论,-99,南核,
上海戏剧学院,地方财政研究,-99,南核,
上海戏剧学院,当代经济研究,-99,南核,
上海戏剧学院,国际税收,-99,南核,
上海戏剧学院,国际商务研究,-99,南核,
上海戏剧学院,哈尔滨商业大学学报(社会科学版),-99,南核,
上海戏剧学院,河北经贸大学学报,-99,南核,
上海戏剧学院,金融监管研究,-99,南核,
上海戏剧学院,经济与管理,-99,南核,
上海戏剧学院,经济与管理评论,-99,南核,
上海戏剧学院,技术经济,-99,南核,
上海戏剧学院,南方金融,-99,南核,
上海戏剧学院,南京财经大学学报,-99,南核,
上海戏剧学院,农业经济与管理,-99,南核,
上海戏剧学院,南京审计大学学报,-99,南核,
上海戏剧学院,农林经济管理学报,-99,南核,
上海戏剧学院,上海金融,-99,南核,
上海戏剧学院,世界农业,-99,南核,
上海戏剧学院,首都经济贸易大学学报,-99,南核,
上海戏剧学院,投资研究,-99,南核,
上海戏剧学院,税务与经济,-99,南核,
上海戏剧学院,消费经济,-99,南核,
上海戏剧学院,西安财经大学学报,-99,南核,
上海戏剧学院,西部论坛,-99,南核,
上海戏剧学院,云南财经大学学报,-99,南核,
上海戏剧学院,中国流通经济,-99,南核,
上海戏剧学院,残疾人研究,-99,南核,
上海戏剧学院,当代青年研究,-99,南核,
上海戏剧学院,南方人口,-99,南核,
上海戏剧学院,青年探索,-99,南核,
上海戏剧学院,社会政策研究,-99,南核,
上海戏剧学院,社会建设,-99,南核,
上海戏剧学院,西北人口,-99,南核,
上海戏剧学院,中国青年社会科学,-99,南核,
上海戏剧学院,当代美国评论,-99,南核,
上海戏剧学院,俄罗斯东欧中亚研究,-99,南核,
上海戏剧学院,阿拉伯世界研究,-99,南核,
上海戏剧学院,俄罗斯研究,-99,南核,
上海戏剧学院,港澳研究,-99,南核,
上海戏剧学院,国际关系研究,-99,南核,
上海戏剧学院,湖湘论坛,-99,南核,
上海戏剧学院,南亚研究季刊,-99,南核,
上海戏剧学院,台湾研究集刊,-99,南核,
上海戏剧学院,新视野,-99,南核,
上海戏剧学院,亚太安全与海洋研究,-99,南核,
上海戏剧学院,印度洋经济体研究,-99,南核,
上海戏剧学院,政治思想史,-99,南核,
上海戏剧学院,地方立法研究,-99,南核,
上海戏剧学院,财经法学,-99,南核,
上海戏剧学院,法律适用,-99,南核,
上海戏剧学院,北方法学,-99,南核,
上海戏剧学院,法学杂志,-99,南核,
上海戏剧学院,甘肃政法大学学报,-99,南核,
上海戏剧学院,法治研究,-99,南核,
上海戏剧学院,国际法研究,-99,南核,
上海戏剧学院,河南财经政法大学学报,-99,南核,
上海戏剧学院,河北法学,-99,南核,
上海戏剧学院,交大法学,-99,南核,
上海戏剧学院,科技与法律,-99,南核,
上海戏剧学院,南大法学,-99,南核,
上海戏剧学院,苏州大学学报(法学版),-99,南核,
上海戏剧学院,知识产权,-99,南核,
上海戏剧学院,中国海商法研究,-99,南核,
上海戏剧学院,中国政法大学学报,-99,南核,
上海戏剧学院,中国应用法学,-99,南核,
上海戏剧学院,重庆高教研究,-99,南核,
上海戏剧学院,高教发展与评估,-99,南核,
上海戏剧学院,高教探索,-99,南核,
上海戏剧学院,比较教育学报,-99,南核,
上海戏剧学院,教育经济评论,-99,南核,
上海戏剧学院,教育科学研究,-99,南核,
上海戏剧学院,教育学术月刊,-99,南核,
上海戏剧学院,基础教育,1,南核,
上海戏剧学院,苏州大学学报(教育科学版),-99,南核,
上海戏剧学院,现代教育管理,-99,南核,
上海戏剧学院,天津师范大学学报(基础教育版),-99,南核,
上海戏剧学院,数学教育学报,-99,南核,
上海戏剧学院,中国大学教学,2,南核,
上海戏剧学院,中国教育科学,-99,南核,
上海戏剧学院,中国考试,-99,南核,
上海戏剧学院,中小学管理,-99,南核,
上海戏剧学院,中国人民大学教育学刊,-99,南核,
上海戏剧学院,中国特殊教育,-99,南核,
上海戏剧学院,心理学探新,1,南核,
上海戏剧学院,心理研究,-99,南核,
上海戏剧学院,首都体育学院学报,-99,南核,
上海戏剧学院,体育文化导刊,-99,南核,
上海戏剧学院,天津体育学院学报,-99,南核,
上海戏剧学院,长江学术,-99,南核,
上海戏剧学院,红楼梦学刊,-99,南核,
上海戏剧学院,鲁迅研究月刊,-99,南核,
上海戏剧学院,文艺论坛,1,南核,
上海戏剧学院,文艺评论,4,南核,
上海戏剧学院,上海文化,16,南核,
上海戏剧学院,北方民族大学学报(哲学社会科学版),-99,南核,
上海戏剧学院,黑龙江民族丛刊,2,南核,
上海戏剧学院,东疆学刊,-99,南核,
上海戏剧学院,湖北民族大学学报(哲学社会科学版),-99,南核,
上海戏剧学院,回族研究,-99,南核,
上海戏剧学院,青海民族大学学报(社会科学版),-99,南核,
上海戏剧学院,青海民族研究,-99,南核,
上海戏剧学院,西北民族大学学报(哲学社会科学版),-99,南核,
上海戏剧学院,西藏民族大学学报(哲学社会科学版),1,南核,
上海戏剧学院,原生态民族文化学刊,1,南核,
上海戏剧学院,西藏研究,-99,南核,
上海戏剧学院,当代外语研究,1,南核,
上海戏剧学院,俄罗斯文艺,3,南核,
上海戏剧学院,古汉语研究,-99,南核,
上海戏剧学院,华文教学与研究,-99,南核,
上海戏剧学院,解放军外国语学院学报,-99,南核,
上海戏剧学院,外语学刊,-99,南核,
上海戏剧学院,日语学习与研究,-99,南核,
上海戏剧学院,外语研究,-99,南核,
上海戏剧学院,西安外国语大学学报,-99,南核,
上海戏剧学院,语言与翻译,-99,南核,
上海戏剧学院,语言战略研究,-99,南核,
上海戏剧学院,中国俄语教学,-99,南核,
上海戏剧学院,编辑学刊,4,南核,
上海戏剧学院,全球传媒学刊,-99,南核,
上海戏剧学院,出版广角,7,南核,
上海戏剧学院,传媒观察,-99,南核,
上海戏剧学院,传媒,13,南核,
上海戏剧学院,未来传播,4,南核,
上海戏剧学院,新闻爱好者,9,南核,
上海戏剧学院,新闻春秋,-99,南核,
上海戏剧学院,新闻与传播评论,-99,南核,
上海戏剧学院,华夏考古,-99,南核,
上海戏剧学院,南方文物,-99,南核,
上海戏剧学院,敦煌学辑刊,-99,南核,
上海戏剧学院,国际汉学,-99,南核,
上海戏剧学院,海交史研究,-99,南核,
上海戏剧学院,中国国家博物馆馆刊,4,南核,
上海戏剧学院,军事历史研究,-99,南核,
上海戏剧学院,历史教学,1,南核,
上海戏剧学院,日本侵华南京大屠杀研究,-99,南核,
上海戏剧学院,历史教学问题,1,南核,
上海戏剧学院,中国典籍与文化,-99,南核,
上海戏剧学院,调研世界,-99,南核,
上海戏剧学院,中国科技史杂志,-99,南核,
上海戏剧学院,城市与环境研究,-99,南核,
上海戏剧学院,环境保护,-99,南核,
上海戏剧学院,外国问题研究,-99,南核,
上海戏剧学院,中国环境管理,-99,南核,
上海戏剧学院,中国农业资源与区划,-99,南核,
上海戏剧学院,广西社会科学,-99,南核,
上海戏剧学院,重庆社会科学,-99,南核,
上海戏剧学院,湖北社会科学,-99,南核,
上海戏剧学院,河南社会科学,2,南核,
上海戏剧学院,湖南社会科学,6,南核,
上海戏剧学院,兰州学刊,1,南核,
上海戏剧学院,社会科学家,-99,南核,
上海戏剧学院,学术交流,-99,南核,
上海戏剧学院,理论月刊,1,南核,
上海戏剧学院,天府新论,-99,南核,
上海戏剧学院,学术探索,1,南核,
上海戏剧学院,中国社会科学评价,1,南核,
上海戏剧学院,中国社会科学院研究生院学报,-99,南核,
上海戏剧学院,中国图书评论,2,南核,
上海戏剧学院,地域研究与开发,-99,南核,
上海戏剧学院,中国文化研究,1,南核,
上海戏剧学院,规划师,-99,南核,
上海戏剧学院,财务研究,-99,南核,
上海戏剧学院,世界地理研究,-99,南核,
上海戏剧学院,国际城市规划,-99,南核,
上海戏剧学院,当代经济管理,-99,南核,
上海戏剧学院,地方治理研究,-99,南核,
上海戏剧学院,公共管理评论,-99,南核,
上海戏剧学院,管理案例研究与评论,-99,南核,
上海戏剧学院,宏观经济管理,-99,南核,
